id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
PATCH.MapGenerator_GenerateContentsIntoMap_Patch	patch	contamination	Newly generated maps must seed their contamination grid from elevation after vanilla map generation while preserving vanilla cleanup state.	Source/ContaminationPatchesMineable.cs	not_applicable	MapGenerator_GenerateContentsIntoMap_Patch	ZL_MapGeneration_Contamination_01.rws;zombieland/read_contamination_state	Verse.MapGenerator.GenerateContentsIntoMap(IEnumerable<GenStepWithParams>, Map, Int32, Boolean)	unknown	Transpile the map-generation exit path to call AddContamination(map) after vanilla gen steps and before generation working data is fully cleaned up.	G.CONTAMINATION.C0_STATE	C3-world-products;S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMineable.cs:14;ZL_MapGeneration_Contamination_01.rws;decompiler rimworld-1.6 2026-06-01	No open generated-map contamination seed gap remains in the core active-mod configuration; future work should be biome/seed variants only if needed.	Patch row owns map-generation seeding and target shape only; ongoing grid persistence belongs to G.CONTAMINATION.C0_STATE and product handoffs belong to C3 rows.	Decompiler confirms RimWorld 1.6 GenerateContentsIntoMap still clears working data, pushes Rand state, runs ordered GenSteps, handles pathing dirtying, catches GenStep errors, and finally pops Rand/RockNoises; the source transpiler's Ldarg_1 map argument still matches the 1.6 signature. Runtime started a built-in debug colony, sampled 81 generated cells, found contaminated compacted steel at (150,100), saved and reloaded ZL_MapGeneration_Contamination_01, and read the same cell back at contamination 0.0016 with no warning-or-higher logs.
PATCH.Recipe_RemoveImplant_ApplyOnPawn_Patches	patch	contamination	Harmony patch Recipe_RemoveImplant_ApplyOnPawn_Patches must preserve the implant-removal spawn-before-remove contamination handoff.	Source/ContaminationPatchesMisc.cs	not_applicable	Recipe_RemoveImplant_ApplyOnPawn_Patches	zombieland/contamination_misc_spawn_handoffs_contract	Recipe_RemoveImplant.ApplyOnPawn(Pawn, BodyPartRecord, Pawn, List<Thing>, Bill)	Recipe_RemoveImplant.ApplyOnPawn 1.4 same spawn-before-remove shape	Transfer patient contamination to removed implant products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;RW14_RW16_SEMANTIC_DIFF;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:510;TEST_COVERAGE.md C3 misc-spawn-handoffs	No open implant-removal gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime exposed and fixed the instance-argument bug: replacement must load ldarg.1 patient pawn, not ldarg.0 recipe worker; rerun matched spawned ArchotechArm contamination.
PATCH.RoofCollapserImmediate_DropRoofInCellPhaseOne_Patch	patch	contamination	Harmony patch RoofCollapserImmediate_DropRoofInCellPhaseOne_Patch must preserve collapsed-rock product contamination.	Source/ContaminationPatchesMisc.cs	not_applicable	RoofCollapserImmediate_DropRoofInCellPhaseOne_Patch	contamination roof-collapse runtime evidence	RoofCollapserImmediate.DropRoofInCellPhaseOne(IntVec3, Map)	unknown	Apply ground-backed contamination to regenerated collapsed-rock products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:542;TEST_COVERAGE.md roof-collapse evidence	No open phase-one roof-collapse product gap; phase two filth is tracked separately.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime decompiled the method shape, invoked phase one by reflection, and reloaded regenerated collapsed rocks with ground-backed contamination.
PATCH.JobDriver_DisassembleMech_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_DisassembleMech_MakeNewToils_Patch must preserve mech-disassembly product contamination when Biotech content is active.	Source/ContaminationPatchesMisc.cs	not_applicable	JobDriver_DisassembleMech_MakeNewToils_Patch	zombieland/contamination_biotech_product_handoffs_contract	JobDriver_DisassembleMech.MakeNewToils;MechanitorUtility.IngredientsFromDisassembly;ThingMaker.MakeThing;GenPlace.TryPlaceThing	unknown	Transfer source contamination to mech disassembly products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:586;decompiler rimworld-1.6;EV.RUNTIME.DLC.BIOTECH_PRODUCT_HANDOFFS	No open Biotech mech-disassembly product transfer gap remains for the active official-DLC loadout.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Decompiler confirms 1.6 MakeNewToils gates on ModLister.CheckBiotech, creates disassembly products with ThingMaker.MakeThing, sets stack counts, and places them with GenPlace.TryPlaceThing. Active Biotech runtime disassembled a real Scyther into Steel, Plasteel, ComponentIndustrial, and SubcoreRegular; product contamination totaled 0.1909947 and matched worker gain 0.19099471.
PATCH.GenSpawn_Spawn_Replacement_Patch	patch	contamination	Harmony patch GenSpawn_Spawn_Replacement_Patch must preserve spawned-plant/tunnel-jelly contamination replacement behavior.	Source/ContaminationPatchesPlants.cs	not_applicable	GenSpawn_Spawn_Replacement_Patch	zombieland/contamination_misc_spawn_handoffs_contract	TunnelJellySpawner.Spawn(Map, IntVec3);ThingMaker.MakeThing(ThingDefOf.InsectJelly);GenSpawn.Spawn	unknown	Transfer contamination through generated plant or tunnel-jelly spawn products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesPlants.cs:13;EV.RUNTIME.C3.TUNNEL_JELLY_TARGET_FIX	No open tunnel-jelly transfer gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime first exposed the stale expression target installed on GroundSpawner.Spawn; after binding TunnelJellySpawner.Spawn directly, the misc-spawn contract produced contaminated InsectJelly stacks with clean logs.
PATCH.Plant_TrySpawnStump_Patch	patch	contamination	Harmony patch Plant_TrySpawnStump_Patch must preserve stump product contamination.	Source/ContaminationPatchesPlants.cs	not_applicable	Plant_TrySpawnStump_Patch	ZL_Contamination_Persistence_20_world_products.rws	Plant.TrySpawnStump	unknown	Transfer plant/cell contamination to chopped stump products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesPlants.cs:116;TEST_SCENARIOS.md C3 world products	No open stump product gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime spawned an oak stump through the real plant method and reloaded the chopped stump with contamination.
PATCH.JobDriver_PlantSow_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_PlantSow_MakeNewToils_Patch must preserve plant-sowing contamination transfer.	Source/ContaminationPatchesPlants.cs	not_applicable	JobDriver_PlantSow_MakeNewToils_Patch	ZL_Contamination_Persistence_20_world_products.rws	JobDriver_PlantSow.MakeNewToils;GenSpawn.Spawn(job.plantDefToSow, ...)	unknown	Transfer worker/cell contamination to newly sowed plants.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesPlants.cs:132;TEST_SCENARIOS.md C3 world products	No open plant-sow product gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime sowed rice through the real Sow job and reloaded the new rice plant with contamination after worker equalization.
PATCH.Building_SubcoreScanner_Tick_Patch	patch	contamination	Harmony patch Building_SubcoreScanner_Tick_Patch must preserve subcore scanner product contamination when Biotech content is active.	Source/ContaminationPatchesBuilding.cs	not_applicable	Building_SubcoreScanner_Tick_Patch	zombieland/contamination_biotech_product_handoffs_contract	Building_SubcoreScanner.Tick;ThingMaker.MakeThing(def.building.subcoreScannerOutputDef);GenPlace.TryPlaceThing	unknown	Transfer scanner contamination to produced subcores.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesBuilding.cs:271;decompiler rimworld-1.6;EV.RUNTIME.DLC.BIOTECH_PRODUCT_HANDOFFS	No open Biotech subcore scanner product transfer gap remains for the active official-DLC loadout.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Decompiler confirms Building_SubcoreScanner.Tick still creates the scanner output with ThingMaker.MakeThing and places it via GenPlace.TryPlaceThing after EjectContents. Active Biotech runtime completed an occupied powered SubcoreSoftscanner and transferred contamination from scanner 0.58 -> 0.4872 into a spawned SubcoreRegular at 0.0928.
PATCH.Building_GeneExtractor_Finish_Patch	patch	contamination	Harmony patch Building_GeneExtractor_Finish_Patch must preserve gene extractor product contamination when Biotech content is active.	Source/ContaminationPatchesBuilding.cs	not_applicable	Building_GeneExtractor_Finish_Patch	zombieland/contamination_biotech_product_handoffs_contract	Building_GeneExtractor.Finish;ThingMaker.MakeThing(ThingDefOf.Genepack);GenPlace.TryPlaceThing	unknown	Transfer source contamination to generated gene packs.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesBuilding.cs:287;decompiler rimworld-1.6;EV.RUNTIME.DLC.BIOTECH_PRODUCT_HANDOFFS	No open Biotech gene extractor product transfer gap remains for the active official-DLC loadout.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Decompiler confirmed Building_GeneExtractor.Finish creates a Genepack, initializes genes, drops the contained pawn, then places the product. Runtime exposed and fixed the stale early ThingMaker handoff by moving transfer to the GenPlace placement call with a prefix-captured contained pawn; active Biotech runtime transferred pawn contamination 0.68 -> 0.6528 into a spawned Genepack at 0.0272.
PATCH.Misc_Building_Patch	patch	contamination	Harmony patch Misc_Building_Patch must preserve building-returned product contamination across fermenting barrel and gene assembler targets.	Source/ContaminationPatchesBuilding.cs	not_applicable	Misc_Building_Patch	zombieland/contamination_building_products_contract	Building_FermentingBarrel.TakeOutBeer;Building_GeneAssembler.Finish	unknown	Transfer building contamination to unspawned or spawned building products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesBuilding.cs:344;TEST_COVERAGE.md C3 building-products;decompiler 2026-06-01 rw14/rw16 surface compare;zombieland/contamination_building_products_contract	No open Misc_Building_Patch product-transfer gap remains for the active official-DLC loadout.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime recorded both installed targets. Fermenting barrel returned contaminated Beer and reset cleanly. Active Biotech runtime then proved GeneAssembler.Finish transferred assembler contamination 0.62 -> 0.5208 into a spawned Xenogerm at 0.0991999954 with reset true; logs stayed clean aside from the known EMPTY migration warning.
PATCH.CompDeepDrill_TryProducePortion_Patch	patch	contamination	Harmony patch CompDeepDrill_TryProducePortion_Patch must preserve deep-drill product contamination.	Source/ContaminationPatchesMineable.cs	not_applicable	CompDeepDrill_TryProducePortion_Patch	ZL_Contamination_Persistence_20_world_products.rws	CompDeepDrill.TryProducePortion(Single, Pawn)	unknown	Transfer drilled-cell/source contamination to deep-drill output.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMineable.cs:126;TEST_SCENARIOS.md C3 world products	No open deep-drill product gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime C3 produced deep-drill Steel and reloaded it with contamination.
PATCH.Mineable_TrySpawnYield_Patch	patch	contamination	Harmony patch Mineable_TrySpawnYield_Patch must preserve mined-yield contamination.	Source/ContaminationPatchesMineable.cs	not_applicable	Mineable_TrySpawnYield_Patch	ZL_Contamination_Persistence_20_world_products.rws	Mineable.TrySpawnYield(Map, Boolean, Pawn)	unknown	Transfer mined-cell/source contamination to spawned mineable yield.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit;C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMineable.cs:104;TEST_SCENARIOS.md C3 world products	Chunk-specific persistence remains documented under the GenLeaving caveat.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C3_WORLD_PRODUCTS.	Runtime C3 proved spawned steel yield inherited mined-cell contamination and persisted after reload.
PATCH.JobDriver_CleanFilth_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_CleanFilth_MakeNewToils_Patch must preserve clean-filth closure contamination transfer.	Source/ContaminationPatchesFilth.cs	not_applicable	JobDriver_CleanFilth_MakeNewToils_Patch	zombieland/contamination_clean_filth_contract	JobDriver_CleanFilth.MakeNewToils;JobDriver_CleanFilth closure calling Filth.ThinFilth	unknown	Transfer cleaned filth contamination to the worker while destroying the filth through vanilla work.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;RW14_RW16_SEMANTIC_DIFF;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C4_FILTH_FLOOR_SNOW_CLOSURES;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:33;zombieland/contamination_clean_filth_contract	No open clean-filth transfer gap in the core active-mod configuration.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C4_ENVIRONMENT.	Decompiler confirmed 1.6 migrated the clean loop to tickIntervalAction(int delta), scales work by delta, and added a destroyed-target queue jump; the generated closure still calls Filth.ThinFilth. Runtime cleaned real Filth_Dirt through WorkGiver_CleanFilth and transferred expected contamination with empty warning logs.
PATCH.AttackTargetFinder_BestAttackTarget_Patch	patch	hostility	Harmony patch AttackTargetFinder_BestAttackTarget_Patch must preserve its semantic hook intent.	Source/Patches_Hostility.cs	not_applicable	AttackTargetFinder_BestAttackTarget_Patch	see owning feature/scenario row	AttackTargetFinder.BestAttackTarget	unknown	Filter invalid cached zombie targets and cap enemy zombie engagement distance consistently with available-target filtering.	E.HOSTILITY.TARGETING	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.HOSTILITY_TARGETING_COMBAT;TEST_PATCH_AUDIT.md row Source/Patches_Hostility.cs:242;S-Hostility-Area-Workflow targeting evidence;S-Hostility-Area-Workflow bug-reports evidence	No open BestAttackTarget patch-boundary gap remains; remaining additive work is long-form mixed colony behavior.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms BestAttackTarget still takes the full IAttackTargetSearcher/validator/range/LOS signature and selects through a wrapped validator; runtime targeting evidence covers player, enemy, animal, pawn, non-pawn turret, roped/confused and active-electric branches. Final bug-report evidence proves hostile raiders select zombies at squared distances 36 and 81 but not 100 or 625, despite those farther zombies remaining hostile active threats; final targeting evidence also proves player-faction animals now follow the animal settings branch.
PATCH.AttackTargetFinder_GetAvailableShootingTargetsByScore_Patch	patch	hostility	Harmony patch AttackTargetFinder_GetAvailableShootingTargetsByScore_Patch must preserve its semantic hook intent.	Source/Patches_Hostility.cs	not_applicable	AttackTargetFinder_GetAvailableShootingTargetsByScore_Patch	see owning feature/scenario row	AttackTargetFinder.GetAvailableShootingTargetsByScore	unknown	Filter and score zombie targets by actor/settings.	E.HOSTILITY.TARGETING	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.HOSTILITY_TARGETING_COMBAT;TEST_PATCH_AUDIT.md row Source/Patches_Hostility.cs:17;S-Hostility-Area-Workflow targeting evidence	No open shooting-target score list gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms GetAvailableShootingTargetsByScore still filters rawTargets through CanShootAtFromCurrentPosition and GetShootingTargetScore before returning weighted target pairs; runtime targeting evidence covers source filtering and the fixed player-mech OnlyHumans branch.
